"Slovenija"
" ";"15-24"
" ";" ";"Povprečno število prenočitev"
" ";" ";" ";"2014Q3";8.7M
" ";" ";" ";"2014Q4";5.9M
" ";" ";"Povprečni izdatki na turista na prenočitev (EUR)"
" ";" ";" ";"2005Q1";51.91M
" ";" ";" ";"2005Q2";25.22M
" ";" ";" ";"2005Q3";26.71M
" ";" ";" ";"2005Q4";46.78M
" ";" ";" ";"2006Q1";25.86M
" ";" ";" ";"2006Q2";35.28M
" ";" ";" ";"2006Q3";24.21M
" ";" ";" ";"2006Q4";56.24M
" ";" ";" ";"2007Q1";85.14M
" ";" ";" ";"2007Q2";54.72M
" ";" ";" ";"2007Q3";35.48M
" ";" ";" ";"2007Q4";46.65M
" ";" ";" ";"2008Q1";N
" ";" ";" ";"2008Q2";31.07M
" ";" ";" ";"2008Q3";33.51M
" ";" ";" ";"2008Q4";52.30M
" ";" ";" ";"2009Q1";38.13M
" ";" ";" ";"2009Q2";55.09M
" ";" ";" ";"2009Q3";34.54M
" ";" ";" ";"2009Q4";60.15M
" ";" ";" ";"2010Q1";64.53M
" ";" ";" ";"2010Q2";56.60M
" ";" ";" ";"2010Q3";39.90M
" ";" ";" ";"2010Q4";63.48M
" ";" ";" ";"2011Q1";93.03M
" ";" ";" ";"2011Q2";50.40M
" ";" ";" ";"2011Q3";32.95M
" ";" ";" ";"2011Q4";47.08M
" ";" ";" ";"2012Q1";N
" ";" ";" ";"2012Q2";60.92M
" ";" ";" ";"2012Q3";25.78
" ";" ";" ";"2012Q4";59.78
" ";" ";" ";"2013Q1";N
" ";" ";" ";"2013Q2";40.35M
" ";" ";" ";"2013Q3";29.44
" ";" ";" ";"2013Q4";43.90M
" ";" ";" ";"2014Q1";56.86M
" ";" ";" ";"2014Q2";47.75
" ";" ";" ";"2014Q3";35.94
" ";" ";" ";"2014Q4";50.47M
